VoteKit PreferenceProfile
Candidates
(Kelly Doyle:Kelly ),(Eric Zimmerman:Eric Z),(Mike DiNapoli:Mike D),(Bob Callahan:Bob Ca),(Kevin Goldsmith:Kevin ),(Michael Trimble:Michae),(Chloe Mason:Chloe ),(Bob Weinstein:Bob We),(Tony Morse:Tony M),(Raquel Coyote:Raquel),(Lisa Freeman:Lisa F),(Eli Arnold:Eli Ar),(Ciatta R Thompson:Ciatta),(Tony Schwartz:Tony S),(Olivia Clark:Olivia),(Chad Lykins:Chad L),(Andra Vltavin:Andra ),(Joseph (Joe) Alfone:Joseph),(Patrick Cashman:Patric),(Mitch Green:Mitch ),(Sarah Silkie:Sarah ),(Chris Henry:Chris ),(Ben Hufford:Ben Hu),(Brandon Farley:Brando),(L Christopher Regis:L Chri),(John Toran:John T),(Moses Ross:Moses ),(Stanley Penkin:Stanle),(John J Goldsmith:John J),(Lee Odell:Lee Od)
Max Ranking Length
6
Includes Voter Set
False
=,=,=,=,=,=,=,=,=,=
&,{'Stanle'},{'Eric Z'},{'Eli Ar'},{'Olivia'},{'Ben Hu'},{'Tony M'},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Eli Ar'},{'Olivia'},{'Bob We'},{'Ben Hu'},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Eli Ar'},{'Olivia'},{'Chad L'},,&,2/1,&
&,{'Stanle'},{'Eric Z'},{'Eli Ar'},{'Olivia'},{'John T'},{'Ben Hu'},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Eli Ar'},{'Olivia'},{'Moses '},{'Bob We'},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Eli Ar'},{'Olivia'},{'Tony M'},{'Ben Hu'},&,2/1,&
&,{'Stanle'},{'Eric Z'},{'Eli Ar'},{'Olivia'},{'Tony M'},{'Bob We'},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Eli Ar'},{'Olivia'},{'Tony M'},{'John T'},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Eli Ar'},{'Olivia'},,,&,4/1,&
&,{'Stanle'},{'Eric Z'},{'John T'},{'Ciatta'},{'Olivia'},{'Mitch '},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'John T'},{'Eli Ar'},,,&,1/1,&
&,{'Stanle'},{'Eric Z'},{'John T'},{'Olivia'},{'Bob We'},{'Eli Ar'},&,2/1,&
&,{'Stanle'},{'Eric Z'},{'John T'},{'Olivia'},{'Tony M'},{'Lisa F'},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Lisa F'},{'Olivia'},{'Tony M'},{'Ben Hu'},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Lisa F'},,,,&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Michae'},{'Chris '},{'Bob Ca'},{'Mitch '},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Mike D'},{'Chloe '},{'Eli Ar'},{'Mitch '},&,2/1,&
&,{'Stanle'},{'Eric Z'},{'Mitch '},{'Eli Ar'},{'Olivia'},{'Bob We'},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Moses '},{'Bob We'},{'Tony M'},{'Chad L'},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Moses '},{'Chad L'},{'Bob We'},{'Tony M'},&,2/1,&
&,{'Stanle'},{'Eric Z'},{'Moses '},{'Lisa F'},,,&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Olivia'},{'Bob We'},{'Ben Hu'},{'Mitch '},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Olivia'},{'Bob We'},{'Eli Ar'},{'Mitch '},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Olivia'},{'Bob We'},{'Tony M'},{'Lisa F'},&,2/1,&
&,{'Stanle'},{'Eric Z'},{'Olivia'},{'Bob We'},,,&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Olivia'},{'Chad L'},{'Eli Ar'},{'Ben Hu'},&,2/1,&
&,{'Stanle'},{'Eric Z'},{'Olivia'},{'Chad L'},{'Eli Ar'},,&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Olivia'},{'Eli Ar'},{'Ben Hu'},{'Bob We'},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Olivia'},{'Eli Ar'},{'Ben Hu'},{'John T'},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Olivia'},{'Eli Ar'},{'Bob We'},{'Ben Hu'},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Olivia'},{'Eli Ar'},{'Joseph'},{'Chad L'},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Olivia'},{'Eli Ar'},{'Mitch '},{'Chad L'},&,2/1,&
&,{'Stanle'},{'Eric Z'},{'Olivia'},{'Eli Ar'},{'Moses '},{'Lisa F'},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Olivia'},{'Eli Ar'},{'Sarah '},{'Bob We'},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Olivia'},{'Eli Ar'},,,&,4/1,&
&,{'Stanle'},{'Eric Z'},{'Olivia'},{'John T'},{'Eli Ar'},{'Bob We'},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Olivia'},{'Lee Od'},,,&,2/1,&
&,{'Stanle'},{'Eric Z'},{'Olivia'},{'Sarah '},{'Chad L'},{'Eli Ar'},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Olivia'},{'Sarah '},{'Eli Ar'},{'Mitch '},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Olivia'},{'Sarah '},{'Eli Ar'},{'Tony M'},&,2/1,&
&,{'Stanle'},{'Eric Z'},{'Olivia'},{'Tony M'},{'Eli Ar'},{'Bob We'},&,2/1,&
&,{'Stanle'},{'Eric Z'},{'Olivia'},{'Tony M'},{'Lisa F'},{'Sarah '},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Olivia'},{'Tony S'},{'John J'},,&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Olivia'},,,,&,5/1,&
&,{'Stanle'},{'Eric Z'},{'Sarah '},{'Eli Ar'},{'Olivia'},{'Tony M'},&,2/1,&
&,{'Stanle'},{'Eric Z'},{'Tony M'},{'Eli Ar'},{'Bob We'},{'Kevin '},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Tony M'},{'Eli Ar'},{'John T'},{'Mitch '},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Tony M'},{'Eli Ar'},{'Olivia'},{'Bob We'},&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Tony M'},{'Olivia'},{'Eli Ar'},,&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Tony M'},,,,&,1/1,&
&,{'Stanle'},{'Eric Z'},{'Bob Ca'},{'Olivia'},{'Ben Hu'},,&,1/1,&
&,{'Stanle'},{'Eric Z'},,,,,&,11/1,&
&,{'Stanle'},{'John J'},{'Ben Hu'},{'Patric'},{'Kelly '},{'Andra '},&,1/1,&
&,{'Stanle'},{'John J'},{'Ciatta'},{'Brando'},{'Chad L'},{'Chris '},&,1/1,&
&,{'Stanle'},{'John J'},{'Kevin '},{'Tony S'},{'Eric Z'},{'Mike D'},&,1/1,&
&,{'Stanle'},{'John J'},{'Mitch '},{'Ciatta'},{'Kevin '},{'John T'},&,1/1,&
&,{'Stanle'},{'John J'},{'Olivia'},{'Lisa F'},{'Bob We'},{'Eric Z'},&,1/1,&
&,{'Stanle'},{'John J'},,,,,&,3/1,&
&,{'Stanle'},{'John T'},{'Ben Hu'},{'Bob We'},{'Eli Ar'},{'Tony M'},&,1/1,&
&,{'Stanle'},{'John T'},{'Bob We'},{'Bob Ca'},{'Olivia'},{'Eric Z'},&,1/1,&
&,{'Stanle'},{'John T'},{'Bob We'},{'Mitch '},{'Chloe '},{'Olivia'},&,1/1,&
&,{'Stanle'},{'John T'},{'Bob We'},{'Olivia'},{'Eli Ar'},{'Eric Z'},&,1/1,&
&,{'Stanle'},{'John T'},{'Chad L'},{'Bob Ca'},,,&,1/1,&
&,{'Stanle'},{'John T'},{'Chad L'},{'Mitch '},{'Olivia'},{'Sarah '},&,1/1,&
&,{'Stanle'},{'John T'},{'Ciatta'},{'Sarah '},{'Eric Z'},,&,1/1,&
&,{'Stanle'},{'John T'},{'Eli Ar'},{'Eric Z'},{'Olivia'},{'Mitch '},&,1/1,&
&,{'Stanle'},{'John T'},{'Eli Ar'},{'Olivia'},{'Bob We'},{'Eric Z'},&,1/1,&
&,{'Stanle'},{'John T'},{'Eric Z'},{'Ben Hu'},{'Sarah '},{'Kevin '},&,1/1,&
&,{'Stanle'},{'John T'},{'Eric Z'},{'Bob We'},,,&,1/1,&
&,{'Stanle'},{'John T'},{'Eric Z'},{'Sarah '},,,&,1/1,&
&,{'Stanle'},{'John T'},{'Lisa F'},,,,&,1/1,&
&,{'Stanle'},{'John T'},{'Mitch '},{'Bob We'},{'Olivia'},{'Sarah '},&,1/1,&
&,{'Stanle'},{'John T'},{'Mitch '},{'Eric Z'},{'Bob We'},{'Bob Ca'},&,1/1,&
&,{'Stanle'},{'John T'},{'Olivia'},{'Ben Hu'},{'Eric Z'},{'Chloe '},&,1/1,&
&,{'Stanle'},{'John T'},{'Olivia'},{'Ben Hu'},{'Eric Z'},{'Eli Ar'},&,1/1,&
&,{'Stanle'},{'John T'},{'Olivia'},{'Bob We'},{'Eric Z'},{'Eli Ar'},&,1/1,&
&,{'Stanle'},{'John T'},{'Olivia'},{'Bob We'},{'Lisa F'},{'Eric Z'},&,1/1,&
&,{'Stanle'},{'John T'},{'Olivia'},{'Chad L'},{'Ben Hu'},{'Tony M'},&,1/1,&
&,{'Stanle'},{'John T'},{'Olivia'},{'Eli Ar'},{'Bob We'},{'Sarah '},&,1/1,&
&,{'Stanle'},{'John T'},{'Olivia'},{'Lisa F'},{'Sarah '},,&,1/1,&
&,{'Stanle'},{'John T'},{'Olivia'},{'Sarah '},{'Bob We'},{'L Chri'},&,1/1,&
&,{'Stanle'},{'John T'},{'Olivia'},{'Sarah '},{'Eric Z'},{'Eli Ar'},&,1/1,&
&,{'Stanle'},{'John T'},{'Olivia'},,,,&,1/1,&
&,{'Stanle'},{'John T'},{'Sarah '},{'Ben Hu'},{'Bob Ca'},{'Bob We'},&,1/1,&
&,{'Stanle'},{'John T'},{'Sarah '},{'Eli Ar'},{'Eric Z'},{'Olivia'},&,1/1,&
&,{'Stanle'},{'John T'},{'Tony M'},,,,&,1/1,&
&,{'Stanle'},{'John T'},{'Olivia'},{'Eric Z'},,,&,1/1,&
&,{'Stanle'},{'John T'},,,,,&,4/1,&
&,{'Stanle'},{'Joseph'},{'Lisa F'},,,,&,1/1,&
&,{'Stanle'},{'Kelly '},{'Chad L'},{'Olivia'},{'L Chri'},{'Eli Ar'},&,1/1,&
&,{'Stanle'},{'Kelly '},{'Olivia'},{'Chad L'},,,&,1/1,&
&,{'Stanle'},{'Kelly '},,,,,&,1/1,&
&,{'Stanle'},{'Kevin '},{'Bob We'},{'Moses '},{'Eric Z'},{'Tony S'},&,1/1,&
&,{'Stanle'},{'Kevin '},{'Bob We'},,,,&,1/1,&
&,{'Stanle'},{'Kevin '},{'Eli Ar'},{'Olivia'},{'Bob Ca'},{'Lisa F'},&,1/1,&
&,{'Stanle'},{'Kevin '},{'Eli Ar'},{'Olivia'},{'Eric Z'},{'Lisa F'},&,1/1,&
&,{'Stanle'},{'Kevin '},{'Eli Ar'},,,,&,2/1,&
&,{'Stanle'},{'Kevin '},{'John J'},{'Chad L'},,,&,1/1,&
&,{'Stanle'},{'Kevin '},{'John J'},,,,&,2/1,&
&,{'Stanle'},{'Kevin '},{'Moses '},,,,&,1/1,&
&,{'Stanle'},{'Kevin '},{'Olivia'},{'Eli Ar'},{'Chad L'},{'Sarah '},&,1/1,&
&,{'Stanle'},{'Kevin '},{'Olivia'},{'Eric Z'},,,&,2/1,&
&,{'Stanle'},{'Kevin '},{'Olivia'},{'Sarah '},{'John J'},{'Ben Hu'},&,1/1,&
&,{'Stanle'},{'Kevin '},{'Olivia'},{'Sarah '},,,&,1/1,&
&,{'Stanle'},{'Kevin '},{'Olivia'},,,,&,1/1,&
&,{'Stanle'},{'Kevin '},{'Raquel'},{'Olivia'},{'Sarah '},{'Lisa F'},&,1/1,&
&,{'Stanle'},{'Kevin '},,,,,&,1/1,&
&,{'Stanle'},{'Kevin '},{'Tony M'},{'Ben Hu'},{'Eric Z'},{'Bob We'},&,1/1,&
&,{'Stanle'},{'Kevin '},,,,,&,1/1,&
&,{'Stanle'},{'Lisa F'},{'Andra '},{'Chloe '},{'Chad L'},,&,1/1,&
&,{'Stanle'},{'Lisa F'},{'Ben Hu'},{'Chad L'},{'Tony M'},{'Mitch '},&,1/1,&
&,{'Stanle'},{'Lisa F'},{'Chad L'},{'Lee Od'},,,&,1/1,&
&,{'Stanle'},{'Lisa F'},{'Chad L'},{'Mitch '},{'Mike D'},{'Olivia'},&,1/1,&
&,{'Stanle'},{'Lisa F'},{'Chad L'},{'Sarah '},{'Kevin '},{'Moses '},&,1/1,&
&,{'Stanle'},{'Lisa F'},{'Chad L'},,,,&,1/1,&
&,{'Stanle'},{'Lisa F'},{'Eli Ar'},{'Olivia'},{'Ben Hu'},{'Sarah '},&,1/1,&
&,{'Stanle'},{'Lisa F'},{'Eric Z'},{'Chad L'},{'Kevin '},,&,1/1,&
&,{'Stanle'},{'Lisa F'},{'Eric Z'},{'Ciatta'},{'Kevin '},{'Mike D'},&,1/1,&
&,{'Stanle'},{'Lisa F'},{'Eric Z'},{'Kevin '},{'Ciatta'},{'Mike D'},&,1/1,&
&,{'Stanle'},{'Lisa F'},{'Mitch '},{'Bob Ca'},{'Bob We'},{'Chad L'},&,2/1,&
&,{'Stanle'},{'Lisa F'},{'Olivia'},{'Andra '},{'Eric Z'},,&,1/1,&
&,{'Stanle'},{'Lisa F'},{'Olivia'},{'Bob We'},{'Andra '},{'Sarah '},&,1/1,&
&,{'Stanle'},{'Lisa F'},{'Olivia'},{'Ciatta'},{'Andra '},{'Eric Z'},&,1/1,&
&,{'Stanle'},{'Lisa F'},{'Olivia'},{'Eric Z'},{'Tony M'},{'Sarah '},&,1/1,&
&,{'Stanle'},{'Lisa F'},{'Olivia'},{'Tony M'},{'Eric Z'},{'Sarah '},&,1/1,&
&,{'Stanle'},{'Lisa F'},{'Olivia'},{'Tony M'},{'Sarah '},{'Ben Hu'},&,1/1,&
&,{'Stanle'},{'Lisa F'},{'Raquel'},,,,&,1/1,&
&,{'Stanle'},{'Lisa F'},{'Sarah '},{'Mitch '},{'Chad L'},{'Olivia'},&,1/1,&
&,{'Stanle'},{'Lisa F'},{'Sarah '},{'Mitch '},{'Chris '},{'Tony M'},&,1/1,&
&,{'Stanle'},{'Lisa F'},{'Sarah '},{'Olivia'},,,&,1/1,&
&,{'Stanle'},{'Lisa F'},{'Sarah '},{'Tony M'},{'Olivia'},{'Ben Hu'},&,1/1,&
&,{'Stanle'},{'Lisa F'},{'Tony M'},{'Bob We'},{'Eric Z'},{'Eli Ar'},&,1/1,&
&,{'Stanle'},{'Lisa F'},{'Tony M'},{'Chad L'},,,&,1/1,&
&,{'Stanle'},{'Lisa F'},{'Tony M'},{'Eric Z'},,,&,1/1,&
&,{'Stanle'},{'Lisa F'},{'Tony M'},{'Olivia'},{'Eric Z'},{'Mitch '},&,1/1,&
&,{'Stanle'},{'Lisa F'},,,,,&,1/1,&
&,{'Stanle'},{'Michae'},{'Sarah '},{'Ciatta'},{'Olivia'},{'Mitch '},&,1/1,&
&,{'Stanle'},{'Michae'},{'Sarah '},{'Ciatta'},{'Olivia'},,&,1/1,&
&,{'Stanle'},{'Mike D'},{'Ciatta'},{'Sarah '},{'Chad L'},{'Mitch '},&,2/1,&
&,{'Stanle'},{'Mitch '},{'Andra '},{'Chad L'},{'Lisa F'},{'Moses '},&,1/1,&
&,{'Stanle'},{'Mitch '},{'Bob Ca'},{'Bob We'},{'Ben Hu'},{'Eric Z'},&,1/1,&
&,{'Stanle'},{'Mitch '},{'Bob We'},{'Ciatta'},,,&,1/1,&
&,{'Stanle'},{'Mitch '},{'Bob We'},{'Eli Ar'},{'Ben Hu'},{'Eric Z'},&,1/1,&
&,{'Stanle'},{'Mitch '},{'Bob We'},{'Eli Ar'},{'Chad L'},{'Olivia'},&,1/1,&
&,{'Stanle'},{'Mitch '},{'Bob We'},{'Kevin '},{'John T'},{'Sarah '},&,1/1,&
&,{'Stanle'},{'Mitch '},{'Chad L'},{'Sarah '},,,&,1/1,&
&,{'Stanle'},{'Mitch '},{'Chloe '},{'Chad L'},{'Ben Hu'},{'Moses '},&,1/1,&
&,{'Stanle'},{'Mitch '},{'Chloe '},{'Tony M'},{'Olivia'},{'Mike D'},&,1/1,&
&,{'Stanle'},{'Mitch '},{'Ciatta'},{'Sarah '},{'Tony M'},{'Bob We'},&,1/1,&
&,{'Stanle'},{'Mitch '},{'Ciatta'},{'Tony M'},{'Sarah '},{'Bob We'},&,1/1,&
&,{'Stanle'},{'Mitch '},{'Eli Ar'},{'Bob Ca'},{'Eric Z'},{'Olivia'},&,1/1,&
&,{'Stanle'},{'Mitch '},{'Eli Ar'},{'Bob Ca'},{'Lisa F'},{'Tony M'},&,1/1,&
&,{'Stanle'},{'Mitch '},{'Eli Ar'},{'Chad L'},{'Sarah '},{'Eric Z'},&,1/1,&
&,{'Stanle'},{'Mitch '},{'Eli Ar'},{'Olivia'},{'Eric Z'},{'John T'},&,1/1,&
&,{'Stanle'},{'Mitch '},{'Eli Ar'},{'Tony M'},{'Olivia'},{'John J'},&,1/1,&
&,{'Stanle'},{'Mitch '},{'Eric Z'},{'John J'},,,&,1/1,&
&,{'Stanle'},{'Mitch '},{'Eric Z'},{'Olivia'},,,&,1/1,&
&,{'Stanle'},{'Mitch '},{'John T'},,,,&,1/1,&
&,{'Stanle'},{'Mitch '},{'Lisa F'},{'Mike D'},{'Chad L'},{'Bob We'},&,1/1,&
&,{'Stanle'},{'Mitch '},{'Michae'},{'Ben Hu'},,,&,1/1,&
&,{'Stanle'},{'Mitch '},{'Moses '},,,,&,1/1,&
&,{'Stanle'},{'Mitch '},{'Olivia'},{'Ben Hu'},{'Bob We'},{'Eric Z'},&,1/1,&
&,{'Stanle'},{'Mitch '},{'Olivia'},{'Bob Ca'},{'Eric Z'},{'Eli Ar'},&,1/1,&
&,{'Stanle'},{'Mitch '},{'Olivia'},{'Moses '},,,&,1/1,&
&,{'Stanle'},{'Mitch '},{'Olivia'},{'Sarah '},{'Chad L'},{'John T'},&,1/1,&
&,{'Stanle'},{'Mitch '},{'Olivia'},{'Sarah '},{'Mike D'},{'Ben Hu'},&,1/1,&
&,{'Stanle'},{'Mitch '},{'Olivia'},{'Sarah '},,,&,1/1,&
&,{'Stanle'},{'Mitch '},{'Olivia'},,,,&,1/1,&
&,{'Stanle'},{'Mitch '},{'Sarah '},{'Chris '},{'Lisa F'},{'Chad L'},&,1/1,&
&,{'Stanle'},{'Mitch '},{'Sarah '},{'Eli Ar'},{'Olivia'},{'Chad L'},&,1/1,&
&,{'Stanle'},{'Mitch '},{'Sarah '},{'Raquel'},{'Andra '},{'Chloe '},&,1/1,&
&,{'Stanle'},{'Mitch '},{'Sarah '},,,,&,1/1,&
&,{'Stanle'},{'Mitch '},{'Chloe '},{'Ciatta'},,,&,1/1,&
&,{'Stanle'},{'Mitch '},{'Tony M'},{'Bob We'},{'Eric Z'},{'Olivia'},&,1/1,&
&,{'Stanle'},{'Mitch '},{'Tony M'},{'Chad L'},{'Bob Ca'},{'Sarah '},&,1/1,&
&,{'Stanle'},{'Mitch '},{'Tony M'},{'Chad L'},{'Lisa F'},{'Eli Ar'},&,1/1,&
&,{'Stanle'},{'Mitch '},{'Tony M'},{'Chad L'},,,&,1/1,&
&,{'Stanle'},{'Mitch '},{'Tony M'},{'Lisa F'},{'Bob Ca'},{'Olivia'},&,1/1,&
&,{'Stanle'},{'Mitch '},{'Tony M'},{'Sarah '},{'Eric Z'},{'Olivia'},&,1/1,&
&,{'Stanle'},{'Mitch '},{'Tony M'},{'Sarah '},,,&,1/1,&
&,{'Stanle'},{'Mitch '},,,,,&,3/1,&
&,{'Stanle'},{'Moses '},{'Bob We'},,,,&,1/1,&
&,{'Stanle'},{'Moses '},{'Eric Z'},{'Ben Hu'},{'Olivia'},{'Eli Ar'},&,1/1,&
&,{'Stanle'},{'Moses '},{'Eric Z'},{'Sarah '},{'Bob We'},{'Tony M'},&,1/1,&
&,{'Stanle'},{'Moses '},{'John J'},{'Tony M'},{'Ciatta'},{'Raquel'},&,1/1,&
&,{'Stanle'},{'Moses '},{'Kelly '},,,,&,1/1,&
&,{'Stanle'},{'Moses '},{'Olivia'},{'Ben Hu'},{'Sarah '},{'Bob Ca'},&,2/1,&
&,{'Stanle'},{'Moses '},{'Olivia'},{'Chad L'},,,&,1/1,&
&,{'Stanle'},{'Moses '},{'Olivia'},{'Eli Ar'},{'Eric Z'},{'John T'},&,2/1,&
&,{'Stanle'},{'Moses '},{'Olivia'},{'Eli Ar'},{'Sarah '},{'Mitch '},&,1/1,&
&,{'Stanle'},{'Moses '},{'Olivia'},{'Eric Z'},{'Eli Ar'},,&,1/1,&
&,{'Stanle'},{'Moses '},{'Olivia'},,,,&,1/1,&
&,{'Stanle'},{'Moses '},,,,,&,2/1,&
&,{'Stanle'},{'Olivia'},{'Andra '},{'Chad L'},{'Sarah '},{'Kelly '},&,1/1,&
&,{'Stanle'},{'Olivia'},{'Andra '},{'Lisa F'},{'Tony M'},{'Chris '},&,1/1,&
&,{'Stanle'},{'Olivia'},{'Ben Hu'},{'Bob Ca'},{'Sarah '},{'Eric Z'},&,1/1,&
&,{'Stanle'},{'Olivia'},{'Ben Hu'},{'Bob We'},{'Eli Ar'},,&,1/1,&
&,{'Stanle'},{'Olivia'},{'Ben Hu'},{'Lisa F'},{'John T'},{'Sarah '},&,1/1,&
&,{'Stanle'},{'Olivia'},{'Ben Hu'},{'Mitch '},{'Bob We'},{'John T'},&,2/1,&
&,{'Stanle'},{'Olivia'},{'Ben Hu'},{'Tony M'},{'John T'},{'Chad L'},&,1/1,&
&,{'Stanle'},{'Olivia'},{'Ben Hu'},,,,&,4/1,&
&,{'Stanle'},{'Olivia'},{'Bob Ca'},{'John T'},,,&,1/1,&
&,{'Stanle'},{'Olivia'},{'Bob Ca'},{'Lisa F'},{'Bob We'},{'Chad L'},&,1/1,&
&,{'Stanle'},{'Olivia'},{'Bob Ca'},{'Lisa F'},{'Eli Ar'},{'Chad L'},&,1/1,&
&,{'Stanle'},{'Olivia'},{'Bob Ca'},{'Mitch '},{'Ben Hu'},{'Chad L'},&,1/1,&
&,{'Stanle'},{'Olivia'},{'Bob Ca'},,,,&,1/1,&
&,{'Stanle'},{'Olivia'},{'Bob We'},{'Chris '},{'Chad L'},,&,1/1,&
&,{'Stanle'},{'Olivia'},{'Bob We'},{'Chad L'},{'Mitch '},{'Tony M'},&,1/1,&
&,{'Stanle'},{'Olivia'},{'Bob We'},{'Eli Ar'},{'Eric Z'},{'John T'},&,1/1,&
&,{'Stanle'},{'Olivia'},{'Bob We'},{'Eli Ar'},{'Eric Z'},{'Lisa F'},&,2/1,&
&,{'Stanle'},{'Olivia'},{'Bob We'},{'Eric Z'},{'Eli Ar'},{'Sarah '},&,1/1,&
&,{'Stanle'},{'Olivia'},{'Bob We'},{'Eric Z'},{'Raquel'},{'John J'},&,1/1,&
&,{'Stanle'},{'Olivia'},{'Bob We'},{'Eric Z'},,,&,1/1,&
&,{'Stanle'},{'Olivia'},{'Bob We'},{'John T'},{'Ben Hu'},{'Eli Ar'},&,1/1,&
&,{'Stanle'},{'Olivia'},{'Bob We'},{'Kevin '},{'Mitch '},{'Eli Ar'},&,1/1,&
&,{'Stanle'},{'Olivia'},{'Bob We'},{'Sarah '},,,&,1/1,&
&,{'Stanle'},{'Olivia'},{'Bob We'},,,,&,9/1,&
&,{'Stanle'},{'Olivia'},{'Brando'},{'Eric Z'},,,&,1/1,&
&,{'Stanle'},{'Olivia'},{'Brando'},{'L Chri'},{'Lisa F'},{'Bob Ca'},&,1/1,&
&,{'Stanle'},{'Olivia'},{'Chad L'},{'Mitch '},{'Ben Hu'},,&,1/1,&
&,{'Stanle'},{'Olivia'},{'Chad L'},{'Moses '},{'Bob We'},{'Eli Ar'},&,1/1,&
&,{'Stanle'},{'Olivia'},{'Chad L'},,,,&,1/1,&
&,{'Stanle'},{'Olivia'},{'Eli Ar'},{'Ben Hu'},{'Eric Z'},{'Chad L'},&,1/1,&
&,{'Stanle'},{'Olivia'},{'Eli Ar'},{'Ben Hu'},{'Eric Z'},{'Kevin '},&,1/1,&
&,{'Stanle'},{'Olivia'},{'Eli Ar'},{'Bob Ca'},{'Ben Hu'},{'Chad L'},&,1/1,&
&,{'Stanle'},{'Olivia'},{'Eli Ar'},{'Bob We'},{'Eric Z'},{'Ben Hu'},&,2/1,&
&,{'Stanle'},{'Olivia'},{'Eli Ar'},{'Bob We'},{'Eric Z'},{'Chad L'},&,1/1,&
&,{'Stanle'},{'Olivia'},{'Eli Ar'},{'Eric Z'},{'Bob We'},{'Chad L'},&,1/1,&
&,{'Stanle'},{'Olivia'},{'Eli Ar'},{'Eric Z'},{'Bob We'},{'Tony M'},&,1/1,&
&,{'Stanle'},{'Olivia'},{'Eli Ar'},{'Eric Z'},{'Chad L'},{'Bob We'},&,4/1,&
&,{'Stanle'},{'Olivia'},{'Eli Ar'},{'Eric Z'},{'Chad L'},,&,1/1,&
&,{'Stanle'},{'Olivia'},{'Eli Ar'},{'Eric Z'},{'John T'},{'Bob We'},&,1/1,&
&,{'Stanle'},{'Olivia'},{'Eli Ar'},{'Eric Z'},,,&,4/1,&
&,{'Stanle'},{'Olivia'},{'Eli Ar'},{'John T'},{'Ben Hu'},,&,1/1,&
&,{'Stanle'},{'Olivia'},{'Eli Ar'},{'John T'},{'Tony M'},{'Bob We'},&,1/1,&
&,{'Stanle'},{'Olivia'},{'Eli Ar'},{'John T'},{'Tony M'},{'Mitch '},&,1/1,&
&,{'Stanle'},{'Olivia'},{'Eli Ar'},{'John T'},{'Tony M'},,&,2/1,&
&,{'Stanle'},{'Olivia'},{'Eli Ar'},{'Lisa F'},,,&,2/1,&
&,{'Stanle'},{'Olivia'},{'Eli Ar'},{'Mitch '},{'Bob We'},{'Eric Z'},&,1/1,&
&,{'Stanle'},{'Olivia'},{'Eli Ar'},{'Mitch '},{'Bob We'},{'Sarah '},&,1/1,&
&,{'Stanle'},{'Olivia'},{'Eli Ar'},{'Mitch '},{'Bob We'},,&,2/1,&
&,{'Stanle'},{'Olivia'},{'Eli Ar'},{'Sarah '},{'Bob We'},,&,1/1,&
&,{'Stanle'},{'Olivia'},{'Eli Ar'},,,,&,12/1,&
&,{'Stanle'},{'Olivia'},{'Eric Z'},{'Ben Hu'},{'John T'},,&,1/1,&
&,{'Stanle'},{'Olivia'},{'Eric Z'},{'Ben Hu'},{'Tony M'},,&,1/1,&
&,{'Stanle'},{'Olivia'},{'Eric Z'},{'Bob Ca'},{'Eli Ar'},{'Tony M'},&,2/1,&
&,{'Stanle'},{'Olivia'},{'Eric Z'},{'Bob We'},{'Chad L'},{'Eli Ar'},&,1/1,&
&,{'Stanle'},{'Olivia'},{'Eric Z'},{'Bob We'},{'Chloe '},{'Tony M'},&,1/1,&
&,{'Stanle'},{'Olivia'},{'Eric Z'},{'Bob We'},{'Eli Ar'},{'Ben Hu'},&,4/1,&
&,{'Stanle'},{'Olivia'},{'Eric Z'},{'Bob We'},{'Sarah '},{'Chad L'},&,1/1,&
&,{'Stanle'},{'Olivia'},{'Eric Z'},{'Chad L'},{'Sarah '},,&,1/1,&
